# the ratios and absolute numbers of words with each length in combined-auto.txt

arbitrary,0,3,4,5,6,7,8,9,10,>10
p1,0,0.006438419631588197,0.02367676896777595,0.051624516053445806,0.08967456424839838,0.1343547468034232,0.164485911630161,0.16089658588021025,0.12454534319599103,0.24430314358900623
p2,0,0.006438419631588197,0.02367676896777595,0.051624516053445806,0.08967456424839838,0.1343547468034232,0.164485911630161,0.16089658588021025,0.12454534319599103,0.24430314358900623
f1,0,1209,4446,9694,16839,25229,30887,30213,23387,45875
f2,0,1209,4446,9694,16839,25229,30887,30213,23387,45875
