arbitrary,0,3,4,5,6,7,8,9,10,>10
p1,0,0.010605671835098909,0.036203462727417125,0.0701342814901702,0.110785284019403,0.15044658675757241,0.1595982551959239,0.14555918038195081,0.11886172305511773,0.19780555453734588
p2,0,0.010605671835098909,0.036203462727417125,0.0701342814901702,0.110785284019403,0.15044658675757241,0.1595982551959239,0.14555918038195081,0.11886172305511773,0.19780555453734588
f1,0,868,2963,5740,9067,12313,13062,11913,9728,16189
f2,0,868,2963,5740,9067,12313,13062,11913,9728,16189
